,Id,Brightness,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,isDog
26,e5e9270e93bca9589f69469e8795c9d6,137.39880582925164,0,0,1,1,0,0,0,0,0,0,0,0,67,0
27,c59af2d676843aec9a203c0ceacab105,91.90936805063619,0,0,0,0,0,0,1,0,0,0,0,0,31,0
28,38f19ceba149ba0bbc1602211e24c14b,137.91496227519772,0,1,1,1,0,0,0,0,1,1,0,0,87,1
29,da8f63380440ec18c5d5c159d2f19015,143.96784148243856,0,1,1,1,0,0,0,0,0,0,0,0,35,1
30,52ea9f850ea73ae04af062912f7d8ff2,155.35048086314114,0,1,1,1,0,0,0,0,0,0,0,0,86,1
31,08ef3501f7820ed8013a50c1af9dd9b2,117.64729113458422,0,1,1,1,0,0,0,0,1,1,0,0,45,1
32,7fc4c3c2f368b6b514caf42d1aca63f0,126.01849088519847,0,0,1,1,0,0,0,0,1,1,0,0,26,1
33,7d9d5a8560371d99c5b891e577796841,131.16801120453715,0,1,1,1,0,0,0,0,0,0,0,0,23,1
34,361f9c83f63233c8ca33aaa46325699d,177.24919240766226,0,1,1,1,0,0,0,0,0,0,0,0,44,0
35,94b5766efa8dfd1fba259a1eaa934cc8,170.12743229250145,0,1,1,1,0,0,0,0,1,0,0,0,41,0
36,9dad9904a6d88f84aa0bfb82f811a506,134.20619373569275,0,1,1,1,0,0,0,0,0,0,0,0,39,1
37,a883c48295d89d73e5a2b2d41cfecc56,149.50667289400036,0,1,1,1,0,0,0,0,1,1,0,0,59,1
38,0ff3882967eb0308d6a28b07a25439c1,218.6557858032638,0,1,1,1,0,0,0,0,0,0,0,0,61,0
39,60c6fd944f9cd1b5376d33dd83346517,120.83802943569853,0,0,1,0,0,0,0,0,0,0,0,0,24,1
40,0995a828c2c9d795ee3a594755ca653d,146.458399545766,0,1,1,1,0,0,0,0,0,0,0,0,88,1
41,ada318c51f9c061c7142bf9da85907b1,141.0573101771394,0,1,1,0,0,0,0,1,1,1,1,0,32,1
42,bd802c6bbf5a628dc4d944e29a86b27f,125.30159233101351,0,1,1,0,0,0,1,0,0,1,0,0,39,1
43,2c8bcf0d24f32c6d0da38d36a618a4be,111.91414233665628,0,1,1,1,0,0,0,0,0,0,0,0,38,0
44,b42907d9b673a42048bd2869b36bfe53,121.19039305196546,0,1,1,0,0,0,1,0,1,0,0,0,40,1
45,ce103a91eb8967f54e0c04a83567f881,154.21343762499495,0,1,1,0,0,0,0,0,0,0,0,0,53,0
46,d381e39a614bf840c7a372d567f5b27d,160.21928815791767,0,1,1,1,0,0,0,0,1,0,0,0,29,1
47,1022f10826628273c975207698460e4c,134.9953102039341,0,0,1,1,0,0,0,0,0,0,0,1,56,1
48,a6af105bf41a3f0a37ae702eff3c9be0,130.26903008935395,0,1,1,1,0,0,0,0,1,1,0,0,45,1
49,282f3c8ad718ecea64c250e0647dbb7d,123.86466187474733,0,1,1,1,0,0,0,1,1,0,0,0,24,0
50,cbd2bcaccd52f314d0c448518f6155a9,158.40664624124085,0,1,1,1,0,0,0,0,0,0,0,0,30,0
51,6b9512e8913255663ee7d7114e0ae694,115.67014921206004,0,1,1,1,0,0,1,0,0,0,0,0,61,0
52,934666cb0aae82461f7cddc67399e44b,114.03755829036763,0,1,1,1,0,0,0,0,1,1,0,0,23,0
53,f392ff6008528eb56cf74ca792337b21,135.3742501459549,0,1,1,1,0,0,0,0,0,0,0,0,31,1
54,dc8768f2ec718471efbde678ec628020,138.04518513748025,0,1,1,1,0,0,0,0,0,0,0,0,33,1
55,b641c861576621f61b09965490810b6c,156.29887533924034,0,1,1,1,0,0,0,0,0,0,0,0,26,0
56,73a3ee2aaefcf02dac27973b536d51b5,165.42087207585743,0,1,1,1,0,0,0,0,0,0,0,0,55,0
57,46ef5743e7a319a474304c5980b5d595,87.10523483106743,0,1,1,0,0,0,0,0,0,1,0,0,25,1
58,cc8c767121b99a5d823518fe06ac6dc9,130.43640385110987,0,1,1,1,0,0,0,0,0,0,0,0,66,0
59,f3695e97d0779d3ae691756e96a4d887,128.322495730197,0,1,1,1,0,0,1,0,0,0,0,0,29,0
60,0db927219b387d2257dbe26bff50a2b9,150.63718154635777,0,1,1,1,0,0,1,0,0,0,0,0,17,0
61,3b888f7d24abf00c3e4d20c75fa3a530,142.3256122895801,0,0,1,1,0,0,0,0,0,0,0,0,35,0
62,b73f5b34d9529e6efc2308a86d828c30,131.83021710258657,0,0,0,1,0,0,1,0,0,0,0,0,62,1
63,b9a2ebf5af2d6226ca759b8939d0f879,161.2361352135139,0,1,1,0,0,0,0,0,0,0,0,0,23,1
64,04f417b8b6f75af6bdf75251d88b3beb,144.42848357083986,0,1,1,1,0,0,0,0,0,0,0,0,97,1
65,b8c331700f05fbabf8d9c069be762906,83.07024333915264,0,1,1,1,0,0,1,0,0,1,0,0,50,1
66,60364e540fb10b83c2bd32c639ddbf6b,125.19400360964136,0,1,1,1,0,0,0,0,1,1,0,0,15,0
67,77943932db23d3a6f1dfa380dc8724a4,112.64952907287908,0,1,1,1,0,0,0,0,0,1,0,0,45,1
68,30916682c5eaab37231d1de3e5e7d1d5,142.5127528765345,0,1,1,1,0,0,0,0,1,0,0,0,43,0
69,cc5de8bbbff3cb57f873be45eb962ad5,137.22116204049073,0,1,1,1,0,0,0,0,0,0,0,0,27,1
70,ccb5c7b498ccdd32a111f8b264810930,184.42346489020778,0,1,1,1,0,0,0,0,0,0,0,0,10,1
71,f985310993018e06f2962d1c27842f65,168.2476461368304,0,1,1,1,0,0,0,1,0,0,0,0,5,1
72,76420f02afab76d2a6eab95efc816347,159.71846604437175,1,1,1,1,0,0,0,0,0,0,0,0,29,1
73,8762e10dcbc7676ad3938e19eb0cebb4,134.10481605795619,0,0,0,1,0,0,0,0,0,0,0,0,10,0
74,5fe75ca74235bc005d0d27f508fda4e6,112.38562494177482,0,0,1,1,0,0,1,0,0,0,0,1,41,1
75,10e43bb7f1230937e803c4850562b8af,123.7330055024682,0,0,0,1,0,0,0,0,0,0,0,0,7,1
76,9b6bf70995dd99531557a36f34b4cd51,145.00504606618506,0,1,1,1,0,0,0,0,0,0,0,0,58,0
77,7b79f94fa631062d89b4517bcd10bd36,184.29409678362214,0,1,1,1,0,0,0,0,1,1,0,0,44,1
78,2f59c4fb41ee4128c960b4f799fa5b33,90.20368796961056,0,1,1,1,0,0,0,0,1,0,0,0,40,1
79,9aa6a6702b67912a8d99e1afa5c42b9a,154.6510603063547,0,1,1,1,0,0,0,0,0,0,0,0,37,0
80,06bb9119b8c0c60908b941ceaa0047c4,131.44988078163033,0,1,1,1,0,0,0,0,0,0,0,0,37,1
81,d430adf6e24febfeda8f4cb34eea6329,136.96237277869474,0,1,1,1,0,0,1,0,0,0,0,0,42,1
82,5d320cef403e2470271b7b0913779c4c,165.75350218700558,0,1,1,1,0,0,1,0,0,0,0,0,41,1
83,0aa83b69ec7307dc14ed1f3edd54dc8e,130.65733458487134,0,1,1,1,0,0,0,0,0,0,0,0,35,1
84,4918a47f4722324dc27680a234029cd4,110.26845579475291,0,1,1,1,0,0,0,0,0,0,0,0,26,1
85,6306e367f895a68fdcf7b52f3260f942,138.43855081742666,0,1,1,0,0,0,0,0,0,1,0,0,38,1
86,06c0618b3162412231114d00ac612216,112.73809383868424,0,0,1,0,0,0,0,0,0,0,0,0,21,1
87,d57cbce8f60908839115b5998b79be7e,145.5283754558133,0,1,1,0,0,0,0,0,0,0,0,0,35,1
88,a97435ea87ce49e6e573514492dc6359,133.91605235473207,0,1,1,1,0,0,0,0,0,0,0,0,69,1
89,4bb62704bead8fc45f8747dc1d39ce1f,141.71183436381975,0,1,1,1,0,0,0,0,1,1,0,0,47,1
90,088c4b0f49ecb1751e43bf18af4d1659,136.02489753572289,0,1,1,1,0,0,0,0,0,0,0,0,34,1
91,362c33167c177993fcdf9051c0ec3f7b,137.41334012356606,0,1,1,1,0,0,0,0,0,0,0,0,46,1
92,d866f3cbafe3a286a5cc862df42449ed,112.95528531246515,0,1,1,1,0,0,1,0,0,1,1,0,28,1
93,29ecb984b9a9ccb24c8697ccdb8bc857,112.02255521613789,0,0,0,1,0,0,0,0,0,0,0,0,26,0
94,539640132ea40117c9457f6dac3776d9,121.7497183692897,0,1,1,1,0,0,0,0,0,0,0,0,27,1
95,282a949413dd82a756c96dfdfe9fbc62,168.66600605404594,0,1,1,1,0,0,0,1,0,0,1,0,98,0
96,e353c549d37389f8ac068654d05b9bc2,103.12651830560856,0,1,1,1,0,0,0,0,0,0,0,0,21,1
97,914e238c49e7f9b4c4f505c0d8e42e76,154.20910059362984,0,1,1,0,0,0,0,1,0,0,0,0,48,1
98,eba1fec8e25503f9ff557849b096ea69,144.2234422147282,0,1,1,1,0,0,0,0,0,0,0,0,17,0
99,38ab8d0e65303252f3e6b2a4fd554619,137.56510109029392,0,1,1,1,0,0,0,0,0,0,0,0,29,1
100,2891b3ea149d34ad0de99397a3576243,137.13970492439137,0,1,1,1,0,0,0,0,0,0,0,0,46,1
101,3b538df2bcf7d7bc77e01a116a5c401f,137.28701747674683,0,1,1,1,0,1,1,0,0,0,0,0,31,0
102,d50088ea769325a175997dcb762fa288,118.67355729713638,0,1,1,1,0,1,0,0,0,0,0,0,21,0
103,5243cfff5b9bd654d877ee7ce7b96850,127.33699894083514,0,0,1,0,0,0,1,0,0,0,0,0,28,1
104,8649ee490a007992b9987b46d983b4c2,114.04793116698067,0,1,1,1,0,0,0,0,0,0,0,0,42,1
105,bde5d4c85fa5c728bd49cbf9c20f7fc2,128.56128609395427,0,1,1,1,0,0,0,0,0,0,0,0,26,1
106,6df67c8457418728f593d7fc043b9261,102.80696434518343,0,0,1,1,0,0,0,0,1,0,0,0,33,0
107,960193339492b521d00032198ba66365,120.3893570836507,0,1,1,1,0,0,0,0,0,1,0,0,21,0
108,e41e714b44b95db4d2361af44f6ee34c,141.4388292556793,0,1,1,1,0,0,0,0,0,0,0,0,18,0
109,7a2e3dad6d651397b42527948545e2f0,116.127564317422,0,0,0,1,0,0,1,0,0,0,0,0,34,0
110,60ce513b369948de9f3d55cb340286f1,139.19144889310078,0,1,1,1,0,0,0,0,0,0,0,0,36,1
111,2976e91f00cce1242b076035a0749478,152.26312964316313,0,1,1,1,0,1,0,0,0,0,0,0,23,1
112,8f085ebf566e10541cba655ab2b5dbc2,138.94680477833623,0,1,1,1,0,0,1,0,0,0,0,0,23,0
113,144818975d646da858cb759527b70878,123.56605239992916,0,0,1,1,0,0,0,0,0,0,0,1,60,0
114,a55ada71f4a40ea4ab34487b982e35e0,172.78186455697795,0,1,1,1,0,0,0,0,0,0,0,0,19,0
115,a1e2b65118d4ffd9e92361131ee6a298,163.30806945883543,0,1,1,1,0,0,0,0,0,0,0,0,75,1
116,722f9f87c38c62c5d0500e81413ba6e5,151.2926050401795,0,1,1,0,0,0,1,1,0,0,0,0,42,1
117,4571db3ffd5bfa89cac858d9541128b8,141.10762330668183,0,1,1,1,0,0,0,0,1,1,0,0,40,1
118,db32a12bd4366f12e66ee03c0f5544cc,151.24386405285537,0,1,1,1,0,0,0,0,0,0,0,0,90,1
119,3a1faeda2b807e2da5be4964d1bb99f4,100.97343615932573,0,0,1,1,0,0,0,0,0,0,0,1,41,1
120,9429dd167ae03bb1bc261edee59f2232,181.48351319695732,0,1,1,1,0,0,0,0,0,0,1,0,19,0
121,eb262e1ee86196beb0921f31743e698c,164.94703530728816,0,1,1,1,0,0,0,0,1,1,0,0,37,1
122,a0656ee1bba0b9d1d737ac099e874a1d,125.37763113212608,0,1,1,1,0,0,0,0,0,0,0,0,32,0
123,4ea27da3fb5d7d2dd0417a732718dac1,169.6972097019855,0,1,1,1,0,1,0,1,0,0,1,0,48,0
124,7492ef3b832425a230a199547a28395d,125.08546104793005,0,0,0,1,0,0,0,0,0,0,0,0,48,1
125,44293284a7b4ac2a2e4ebfa57db4c48c,134.2048969150186,0,1,1,0,0,0,0,0,0,0,0,0,84,1
126,21f6dc471295c3362c17d147e0547700,123.39694814303219,0,1,1,1,0,0,0,0,0,0,0,0,51,1
127,6d28f8a6941d0f2b5f1999633d44df90,166.438818928751,0,0,1,0,0,0,0,0,0,0,0,0,63,1
128,bd185cd39836fd5192e5733c9b33eed9,162.81350565067785,0,1,1,1,0,0,0,0,1,0,0,0,24,1
129,dc32c867ba1019eba6b1915b63a7f1b6,151.46358926929398,0,1,1,1,0,0,0,0,0,0,0,0,12,1
130,6fb6c9d1477344254274320a7f5309e8,134.02249156236718,0,1,1,1,0,1,0,0,0,0,0,0,89,1
131,ed1d14d6165346fb98986386a69bf587,158.88296669570764,0,1,1,1,0,1,0,0,0,0,0,0,48,0
132,7879fc5cd7c0e2859b0ca72347ae7953,150.22876212500327,0,1,1,1,0,0,0,0,0,0,0,0,31,1
133,0bba2a5055132b59b7b49705929e47b8,135.6014435883316,0,1,1,1,0,0,0,1,0,0,1,0,77,1
134,69d874afa61fa4856940ea5413eeb049,140.19370892235588,0,1,1,1,0,0,0,0,1,1,0,0,29,1
135,f168ed5c4b0b676840cbefbd450c8b83,163.74425092300976,0,1,1,1,0,0,0,0,0,0,0,0,59,0
136,d58c6e7f51250c845f4de73350bd499e,162.3387101007299,0,0,1,1,0,0,0,0,0,0,0,1,5,0
137,016fc6ee1d3fde99bd642299384fcb04,72.05190053665991,0,0,1,1,0,0,0,0,1,1,0,1,30,0
138,e2d960a80bc5b1cd1548da5f8714acd0,180.06251395037035,0,1,1,1,0,0,0,0,1,1,1,0,3,1
139,49e3ece0abe53099e775cfd9715b57f2,137.44932226788845,0,1,1,1,0,0,0,0,0,0,0,0,22,0
140,cad1a39e700e4ab44a9f97817779b185,141.02958327258608,0,1,1,0,0,0,0,0,0,0,0,0,55,1
141,f51eb63bbb92b77c89422d9fd2cb976f,116.75194464251187,0,1,1,1,0,0,0,0,1,1,0,0,40,1
142,eaffe849c857927d500ece7e1509d38d,111.60317988586993,0,1,1,0,0,0,1,0,0,0,0,0,33,0
143,64e18952e8e84454e95cf1e4b1202d04,110.5783779193801,0,1,1,1,0,0,0,0,0,1,0,0,34,0
144,0aa9b55eb2facee280cf1c620b5cd460,181.38601586689035,0,1,1,1,0,0,0,0,0,0,0,0,21,0
145,505e6ffed51dce84149a13a9aa14d869,85.64171163972327,0,1,1,1,0,0,1,0,0,0,0,0,35,1
146,23d6acc01a68aade12f7a20a962ec025,148.04997681841974,0,1,1,1,0,0,0,0,0,0,0,0,22,0
147,4b0f197f8fa07580f1fc5da314920eca,142.9424809835999,1,1,1,1,0,0,0,0,0,0,0,0,37,1
148,a5630858f962ebac0754140f93b5641e,112.44124243769149,0,0,1,1,0,0,0,0,0,0,0,0,57,1
149,f7875af5b9c3a699265329f08d0d14da,129.81921655253376,0,1,1,1,0,0,0,0,1,1,0,0,41,1
150,f7bc55cb439f38d38a42fd852bb1b7f4,98.76029201128323,0,0,0,1,0,0,0,0,0,0,0,1,21,0
151,cbfad1d6932c7a273ea6bd9d7e4d7a67,131.00442906437746,0,0,1,1,0,0,0,0,0,0,0,1,26,1
152,0cea3f61a6268efa8c6c7e5967199aa0,89.69534003419479,1,1,1,1,0,0,0,0,0,0,0,0,22,0
153,e33344d67e824fa1d401b855a7255f33,148.37961901409895,0,1,1,1,0,0,0,0,1,1,0,0,79,0
154,953b5e2bd2e6fab6614f5a492c34c75b,119.11496941773532,0,1,1,1,0,0,0,0,0,0,0,0,32,1
155,209696d6827dcb0f68d0ba61ead968a7,122.58108010003838,0,1,1,1,0,0,0,0,1,0,0,0,44,0
156,1c4b612f72a96f86fb0ec97322412822,118.70656920344175,0,1,1,1,0,0,0,0,0,0,0,0,42,1
157,97b636b2aed51822448beaacbf6e2b28,123.92936664197224,0,1,1,1,0,0,0,0,0,0,0,0,30,0
158,ba39bf369c7477da578ab72c785962f9,137.60376465701643,0,1,1,1,0,0,0,0,1,1,0,0,39,1
159,164f9ea1fef0ea9e68ef715e763005c8,162.32904683232724,1,1,1,1,0,0,0,0,0,0,0,0,28,1
160,3d22f50c0872479c612f5e88b1f6ff02,149.2676213720598,0,0,1,0,0,0,0,0,1,0,0,0,18,1
161,3755fab3e05280ec17b31bf8fc3c2f64,103.98527878527571,0,0,1,0,0,0,0,0,0,0,0,0,29,0
162,16473618bd65a42ab00743d907b25ec4,159.5860663294511,0,1,1,1,0,0,1,0,0,0,0,0,36,0
163,f5f171b22dda2891fcef49f8ec1fafb8,187.65199756985615,0,1,1,1,0,0,0,0,0,0,0,0,52,0
164,e9d0dcbff8d5cd03a208afaae6c39dc3,163.40189790598816,0,1,1,1,0,0,0,0,0,0,0,0,26,0
165,94c8c387167a2141a46cc8cfbab98610,121.41291221628771,0,1,1,1,0,0,0,0,0,0,0,0,29,0
166,121c822f6132a6e519d1da7d4e86d3b3,146.53295501761718,0,0,1,1,0,0,0,0,0,0,0,1,37,1
167,73e5eec192a19041e6d37b90c802cac3,173.90326155163237,0,1,1,1,0,0,0,0,0,0,0,0,43,0
168,28b74ef444820a34f4a8abb1316425cf,121.34095387639368,0,1,1,0,0,0,0,0,0,0,0,0,22,1
169,6b27aef2933b9e6ad8ceb07de4fa891c,177.79927584011932,0,1,1,1,0,0,0,0,0,1,0,0,2,1
170,7ae6ec5f7d1f7707d5f20b7219731827,220.6724738318568,1,1,1,1,0,0,0,0,0,0,0,0,36,0
171,f23a3ee1abcc43f20b9bb7ccf145e50d,141.4648345926032,0,1,1,1,0,0,0,0,0,0,0,0,56,1
172,af8230ad449aae9949b36faaa2f9b970,142.01955770519706,0,1,1,1,0,0,0,0,1,1,0,0,30,0
173,f4cb312c896dd0655aaeb04f26e92d0e,149.17922118014107,0,0,0,1,0,0,0,0,0,0,0,0,23,0
174,269143976b723dbfbb205bfc31a8892c,137.06822575515167,0,1,1,1,0,0,0,0,1,1,0,0,49,0
175,f37cc5e5dfe5cdd85db6ce8611b26ff4,156.4613699997883,0,1,1,1,0,0,0,0,1,0,0,0,72,1
176,50ea6ec9af58dd9f0966e1eae7436ebe,146.94917978046956,0,1,1,1,0,0,0,0,1,0,0,0,27,0
177,692e55130b096cee9237660e3719d6d6,160.91228052150345,0,0,0,0,0,0,1,0,0,0,0,0,24,1
178,5b55bb5e2a8eb5709e33014c685da735,170.7129643265875,0,0,1,1,0,0,0,0,0,0,0,0,34,1
179,c66b337f9d602f2588da3d71cde8a4c5,151.7129311918754,0,1,1,0,0,0,1,0,0,0,0,0,30,0
180,0d465885d4247ba668014ca3bc7f2768,149.49537535314985,0,1,1,1,0,0,1,0,0,0,0,0,52,1
181,87abac899ef38e21df16edab73e05307,140.5778237984916,0,1,1,1,0,0,0,0,1,0,0,0,16,0
182,038c7c8e925037b23da8711b5621104e,130.93642557600245,0,0,0,1,0,0,0,0,0,0,0,0,42,1
183,adb89c2117da8d3b7dbde91c20b71285,142.4231320627338,0,1,1,1,0,0,0,0,0,0,0,0,74,1
184,02d708c42c3544e702f7d3a431d5b320,186.71861469193985,0,0,0,1,0,0,0,0,0,0,0,1,14,0
185,66aff831ca6d41eece44bade2268a9f5,112.27875715097743,0,1,1,0,0,0,1,0,0,0,0,0,63,0
186,2108797ddfe9fad344a509864aae342a,110.92744638238004,0,1,1,1,0,0,0,0,0,0,0,0,92,1
187,0cc43749d0d63191257891817a7c3dc0,184.30822265233255,1,1,1,1,0,0,0,0,0,0,0,0,40,0
188,eb8ed18b500648e95e5a686fbb942c2b,138.46211799611334,1,1,1,1,0,0,0,0,0,0,0,0,23,0
189,2410f4640d5c032ab0934e753316ce34,172.06922009738372,0,1,1,1,0,0,0,0,0,0,0,0,29,1
190,2c57011a68335fee2c8cad4d7c0d28db,142.45852565418463,0,1,1,1,0,0,0,0,0,0,0,0,32,0
191,f0f40c8c6ecae08f2ce3e27d13525241,143.34945477054873,0,1,1,1,0,0,0,0,0,0,0,0,30,0
192,0d2125fae99d7fdbfd236d26ddb91fdc,96.59408279598003,0,0,1,1,0,0,0,0,0,0,0,0,33,0
193,bab4c65315db52e8dfcf1b536ee9d621,159.17463189130652,0,0,1,1,0,0,0,0,0,0,0,0,20,0
194,df193cbcac108ddd6f9d67d565dd84bd,65.84136021319162,0,0,1,1,0,0,0,0,0,0,0,1,47,0
195,16c67ee94e9c11ad593bba77aaf4ad61,154.48913041437956,0,1,1,1,0,0,0,0,0,0,1,0,27,0
196,2e9c4ebe736608f559170d5716c517bb,126.51946170059668,0,0,1,1,0,0,0,0,0,0,0,1,82,1
197,28b322978804ab2621e07361229c9421,158.92579840219088,0,0,0,1,0,0,1,0,0,0,0,1,31,0
198,480fa5b5edfd2e9b61a48ee99ea91f84,97.4088664556684,0,0,1,1,0,0,0,0,0,0,0,0,64,1
199,c33fa3b379d6cab0d006460934117065,165.1558990833547,0,1,1,1,0,0,0,0,0,0,0,0,35,1
200,1f99520a021c0bcd181d6c888d68daec,135.16370640576412,0,1,1,1,0,0,0,0,0,0,0,0,34,0
201,78aa76b997774d4fb90bdc14d170639d,108.78063796048707,0,1,1,1,0,0,0,0,0,0,0,0,41,0
202,dd608591ec4e317ef1b03e295d20421c,163.41553320368703,0,1,1,0,0,0,1,1,0,0,0,0,35,0
203,a4948a7196fba57551c8f0a1625e3995,159.57485411062106,0,1,1,0,0,0,0,1,1,1,1,0,37,1
204,73d123d01c5e4722854a2718042464f4,132.28415421770308,0,1,1,1,0,0,0,0,1,1,0,0,19,1
205,ecbb48fc9d345f6e2b03deaf8f1645f0,194.51831696193378,0,0,1,1,0,0,0,0,0,0,0,0,100,1
206,46ed2405fa76d88f790c2e4eddc5e140,174.8921755369189,0,1,1,1,0,0,0,0,1,1,0,0,39,0
207,c72677b7eade0d7bba7ec84963053303,134.67815046743277,0,1,1,1,0,0,0,0,0,0,0,0,25,1
208,904fa0c0639539c63dc187f47ebabfc2,135.05467111535575,0,1,1,1,0,0,0,0,0,0,0,0,41,0
209,f3b15ca931d7283e382af39fb0b385b1,164.63525467664442,0,1,1,1,0,0,0,0,0,0,0,0,48,1
210,e0092b10a91c443d4a39aa126661b781,124.58843018252684,0,1,1,1,0,0,0,0,0,0,0,0,100,0
211,ced7ef91e2927cdd29f89db39373d656,115.02750940414445,0,1,1,1,0,0,0,0,0,0,0,0,57,1
212,aafc3b20bdcd8557149b2b8d189e523b,102.18996698317112,0,1,1,1,0,0,0,0,0,0,0,0,54,0
213,b65668926b8e2970bc66e46304a1c783,123.93462182656855,0,1,1,1,0,1,0,0,0,1,0,0,24,0
214,9cc8e0673070bdc0189440e1fcefcbd9,116.8520605476926,0,0,0,1,0,0,0,0,0,0,0,0,26,0
215,d72f3ea713b9c453e95655a8b11e3c8b,121.74363019116852,0,0,0,1,0,0,0,0,0,0,0,0,81,0
216,fd713dd967fbc22315657a7012b53459,158.6978692130488,0,1,1,1,0,0,0,0,0,0,0,0,22,0
217,4409acc50f48aeabcceb12a052cb8e75,143.96434346451593,0,1,1,1,0,1,0,0,0,0,0,0,25,0
218,cb1bc6a32d362457832061fc02f9778c,101.94533848389854,0,1,1,1,0,0,0,0,0,0,0,0,50,1
219,637034865cefb591c96afdb3c93c0240,132.66129280817762,0,1,1,1,0,0,0,0,1,0,0,0,60,0
220,f3652fe771eedc0256a642256092f6e1,130.498533868226,0,0,1,1,0,0,0,0,1,1,0,1,86,1
221,0bc818d90f937f1236cd630bf9e79f84,121.59472114225561,0,1,1,0,0,0,1,0,0,1,0,0,31,1
222,de6bb53dcdf4b838893d58915a31bcb3,134.02221140679873,0,1,1,1,0,0,0,0,0,0,0,0,26,0
223,48d53aeabee4f92f77eee3a323343c77,141.99360222223658,0,1,1,1,0,0,0,0,0,0,0,0,40,0
224,a2df02207c5a426ffac580dca20242ab,130.69426892698394,0,1,1,1,0,0,0,0,0,0,0,0,26,0
225,a2db746c339f597ae13738654c66729c,200.0562714843189,0,1,1,1,0,0,0,1,0,0,1,0,25,1
226,407dbd0dc9b25cf8de3cf89fe29ec47b,172.58443413941575,0,1,1,1,0,0,0,0,0,0,0,0,32,0
227,d00dbffcf82860d010097201974a494c,157.91145174249772,0,1,1,1,0,0,0,0,1,1,0,0,11,1
228,bcad70d3e57ea412079500a876d5b6e6,139.45607620107842,0,1,1,1,0,0,0,0,0,0,0,0,37,0
229,fa33dc9b433fa491ba12705d1367bfa1,194.9251554063633,0,1,1,1,0,0,1,1,0,0,0,0,23,1
230,52c02aa87be33136763a04250dcba361,128.95932114653263,0,0,0,1,0,0,0,0,0,0,0,0,26,1
